order_reference,order_status,payment_method,castig_net_lei,ride_distance_km,ride_duration_min,viteza_medie_kmh,to_client_dist_km,to_client_dur_min,order_created_date,order_created_time,pickup_address,destination_address
MzI1LTI0MjQ2NzkwMzctMzE0MjcyNTEyMA,finished,in_app,12.9,4.4,11.1,23.6,0.5,2.3,2026-03-15,20:18:05,"Strada Constantin Rădulescu Motru 4, Bucureşti 040361","Lente Arcului, Strada Arcului 8, Sectorul 2, Bucureşti"
MzI1LTI0MjQ2NjcwMTQtMzE0MjcwNTQxMg,finished,in_app,12.8,2.2,6.8,19.4,1.0,3.2,2026-03-15,20:06:50,"Calea Vitan Entrance, Bucharest Mall","Strada Constantin Rădulescu Motru 10, Bucureşti"
MzI1LTI0MjQ2MzYyMDgtMzE0MjY1NjI5Mw,finished,in_app,16.1,2.9,11.7,15.1,1.4,3.4,2026-03-15,19:39:56,"Strada Satelitului 14, Bucureşti","Puerto Cafe, Bulevardul Burebista, București, România"
MzI1LTI0MjQ2MTczNTYtMzE0MjYyNDgxOQ,finished,in_app,14.3,3.4,11.4,17.8,1.8,5.2,2026-03-15,19:24:01,"Calea Văcărești 184, Bucureşti 040056","Strada Lugojana 12, București"
MzI1LTI0MjQ1ODg4NjQtMzE0MjU3OTQxOA,finished,in_app,28.5,9.2,22.5,24.5,1.0,1.9,2026-03-15,19:01:23,"Calea Giulești 111, Bucureşti 060258","Strada Foișorului 13, Vitan, Bucureşti"
MzI1LTI0MjM0NzY0MjItMzE0MDY4MDQ5Mw,finished,in_app,37.2,6.5,15.6,24.9,0.7,0.2,2026-03-14,23:06:53,"Calea Giulești 37, București 012244","Strada Panait Cerna 10, Bucureşti 041455"
MzI1LTI0MjM0MjA4ODYtMzE0MDU5MzExNA,finished,in_app,30.0,11.3,21.3,31.9,1.5,2.9,2026-03-14,22:28:52,"Bulevardul Metalurgiei 61C, Bucureşti 042162","Strada Brașov 25L, Bucharest"
MzI1LTI0MjMzODIzNjctMzE0MDUzNjkxNw,finished,in_app,30.5,10.0,19.4,30.9,0.9,2.7,2026-03-14,22:03:38,"Strada Biserica Amzei 27, Piata Amzei, Piața Amzei","Drumul Binelui 35-39, Bucureşti"
MzI1LTI0MjMzNDIyNDEtMzE0MDQ3MzIzMQ,finished,in_app,38.7,12.2,27.7,26.5,1.4,2.5,2026-03-14,21:34:52,Strada Mugurelui 42,"Piata Amzei, Piața Amzei"
MzI1LTI0MjMyNjY4NjctMzE0MDM1NjcxNg,finished,business,73.0,31.5,37.9,49.9,1.5,6.1,2026-03-14,20:44:48,"Arrivals, Bucharest Henri Coanda Airport (OTP)","Strada Safirului 73j, Bragadiru 077025"
MzI1LTI0MjMxNDI4MjYtMzE0MDE1MzM5Nw,finished,in_app,46.3,19.1,30.2,38.0,0.2,0.4,2026-03-14,19:29:32,"Strada Sfinții Apostoli 56, Bucureşti","Departures, Bucharest Henri Coanda Airport (OTP)"
MzI1LTI0MjMxMTgwMzMtMzE0MDExMTg5Nw,finished,in_app,12.8,2.7,7.7,21.5,0.9,0.7,2026-03-14,19:14:40,"Strada Sirenelor 41, Bucureşti 050855","Izvor, Splaiul Independenței, București"
MzI1LTI0MjMwNDI0NzAtMzEzOTk4ODcwOA,finished,in_app,33.1,10.7,30.4,21.1,0.7,2.3,2026-03-14,18:29:59,"Strada Neajlovului 2, Sectorul 1, Bucureşti","Palatul Bragadiru, Calea Rahovei 147-153, Centrul Civic, Bucureşti"
MzI1LTI0MjMwMTM2NjItMzEzOTk0NDgzNw,finished,in_app,20.5,7.8,18.4,25.5,1.8,4.2,2026-03-14,18:11:01,"Strada Volumului 3, Giulești, Bucureşti","Intrarea Neatârnării 2, Bucureşti"
MzI1LTI0MjE5MjIxNDItMzEzODIwNjkxOA,finished,in_app,15.2,6.5,14.4,26.8,0.8,2.0,2026-03-13,23:44:33,"Exit Bridge, Park Carol I","Șoseaua Iancului 21, Bucharest 021715"
MzI1LTI0MjE4NjU5OTMtMzEzODExODc2Mg,finished,in_app,27.1,10.3,24.4,25.4,1.2,3.2,2026-03-13,23:03:31,"Strada Maica Domnului 54, Bucureşti 023725","Str. Pasarea 10, Bucureşti 052407"
MzI1LTI0MjE4NDkwNDktMzEzODA5MzA0Nw,finished,in_app,19.0,2.7,6.4,25.1,1.0,3.7,2026-03-13,22:51:12,"Bulevardul Dacia 139, Bucureşti 020056",Str. Arh. Petre Antonescu 22
MzI1LTI0MjE4Mzg2MTQtMzEzODA3NzE5Ng,finished,in_app,14.0,1.3,5.4,13.8,1.5,3.0,2026-03-13,22:43:26,"Strada Tunari 83, Bucureşti 020526","Garlic Pub, Strada Mihai Eminescu, București, România"
MzI1LTI0MjE4Mjg4NjEtMzEzODA2MTg1Mw,finished,in_app,21.7,3.0,6.9,25.8,0.6,1.8,2026-03-13,22:35:57,"Calea Griviței 54, Bucureşti","Str. Vasile Lascar 204, Bucureşti 020513"
MzI1LTI0MjE4MDYyMjMtMzEzODAyNzY0NA,finished,business,14.6,6.4,15.6,24.7,0.5,1.9,2026-03-13,22:19:05,Strada Brașov 25,Strada Mircea Vulcănescu 12
MzI1LTI0MjE3NjEwNzMtMzEzNzk1OTM3OA,finished,in_app,36.5,11.7,29.7,23.7,0.6,1.8,2026-03-13,21:46:18,"Intrare Principala, Mega Mall","Moghioros Park Residence, Strada Brașov 25L, București, România"
MzI1LTI0MjE3Mzk3MjEtMzEzNzkyNjk1OQ,finished,in_app,12.8,1.7,5.5,18.7,0.2,1.1,2026-03-13,21:30:15,"Strada Lucrețiu Pătrășcanu 13, Bucureşti 030505","Șoseaua Dobroești 28, Pantelimon, Bucureşti"
MzI1LTI0MjE3MDAzNDAtMzEzNzg2NjEzMw,finished,in_app,22.6,8.9,16.8,31.8,1.6,3.5,2026-03-13,21:02:40,"Strada Releului 11-13, Bucureşti 032091","Str. Gologanului 35, Bucureşti 033031"
MzI1LTI0MjE2MjE0NTEtMzEzNzczOTAwNQ,finished,in_app,14.1,4.0,9.9,24.2,0.5,2.6,2026-03-13,20:10:24,"Strada Armașul Marcu 9, Bucureşti","Strada Colonel Iosif Albu 88, Titan - Balta Albă, Bucureşti"
MzI1LTI0MjE1NzUwOTQtMzEzNzY2MjI3NA,finished,in_app,18.7,5.1,11.4,26.9,1.1,5.7,2026-03-13,19:42:06,"Șoseaua Pantelimon 256, Bucureşti 021648","Strada Livezilor 54, Pantelimon 077145"
MzI1LTI0MjE1NDA2NjgtMzEzNzYwNjY1OA,finished,in_app,12.8,2.1,9.0,13.9,1.3,3.7,2026-03-13,19:21:16,"Bulevardul Basarabia 250, Bucureşti 030352","B-dul. Basarabia 55, Pantelimon, Bucureşti"
MzI1LTI0MjE0NjkyNzQtMzEzNzQ5NzU1Mw,finished,in_app,55.9,11.9,39.5,18.1,1.1,2.6,2026-03-13,18:37:26,"Calea Giulești 43, Bucureşti","Aleea Barajul Uzului 9, Titan - Balta Albă, Bucureşti"
MzI1LTI0MjExNTY1NzEtMzEzNzAxNzY5OA,finished,in_app,31.1,8.8,32.8,16.1,1.4,4.2,2026-03-13,15:00:01,"Main Entrance, Veranda Mall","Intrarea Godeni 15, Bucarest, Rumanía"
MzI1LTI0MjExMjAyMDUtMzEzNjk2MzMxMQ,finished,in_app,22.2,5.6,18.1,18.6,1.5,4.0,2026-03-13,14:33:40,"Strada Postăvarul 7, Bucureşti","Autogara Obor, Bulevardul Gării Obor 9, Bucureşti"
MzI1LTI0MjExMDMzOTktMzEzNjk0MDY4Nw,finished,in_app,14.0,1.7,6.7,15.3,2.0,7.7,2026-03-13,14:22:19,"Strada Fizicienilor 23, București 077160","Strada Lotrioara 20, Bucureşti 032172"
MzI1LTI0MjEwODE4OTUtMzEzNjkwODI2MQ,finished,in_app,15.3,3.8,13.5,17.0,0.9,2.8,2026-03-13,14:05:32,"Strada Lotrioara 20, Bucureşti","La Cocoș, Brico Depot, Soseaua Vitan-Barzesti"
MzI1LTI0MjEwMjA5MzgtMzEzNjgyMzUzOQ,finished,in_app,34.5,10.1,41.0,14.8,0.2,0.2,2026-03-13,13:20:06,"Secondary entrance, Northern Railway Station","Aleea Rotundă 4, Bucharest 032705"
MzI1LTI0MjA5OTA1MTMtMzEzNjc4MjExNQ,finished,in_app,23.7,4.9,25.1,11.6,0.9,3.7,2026-03-13,12:56:16,"Strada Inginerilor Tei 11, Bucureşti","Piața Gării de Nord 3, Bucureşti"
MzI1LTI0MjA5NDU2OTktMzEzNjcxOTk2OQ,finished,in_app,21.8,4.5,17.3,15.7,1.4,3.8,2026-03-13,12:21:08,"Strada Dristorului 3, Bucureşti 031531","Intrarea Pârgarilor 6, Bucureşti 021109"
MzI1LTI0MjA5MjU4MDItMzEzNjY5NzI0NQ,finished,in_app,12.8,1.4,5.2,15.7,0.6,4.1,2026-03-13,12:06:54,"Șoseaua Mihai Bravu 305, Bucureşti 030307","Strada Baba Novac 13, Sector 3, Bucureşti"
MzI1LTI0MTk4NTk5MTQtMzEzNTAzMDQyNw,finished,in_app,24.3,4.4,12.0,21.9,1.1,2.9,2026-03-12,15:45:01,"Calea Plevnei 24, Bucureşti 010232","Bulevardul Constructorilor 24, Bucureşti 060513"
MzI1LTI0MTk4MzM4MzEtMzEzNDk5MDg4OQ,finished,in_app,20.9,1.8,12.8,8.4,1.0,2.2,2026-03-12,15:25:31,"Strada Ion Luca Caragiale 3, Bucureşti 020041","Școala Gimnazială de Arte nr. 3, Strada Știrbei Vodă 101, Bucharest"
MzI1LTI0MTk3OTYxODEtMzEzNDkzNjI3NA,finished,in_app,19.2,6.0,22.9,15.6,1.1,4.5,2026-03-12,14:56:32,"Strada Pescarilor 9, Bucureşti 022891","Strada Caimatei 18, Sectorul 2, Bucureşti"
MzI1LTI0MTk3NDk4MzctMzEzNDg3MzE5MA,finished,in_app,17.7,5.0,22.8,13.3,1.5,7.4,2026-03-12,14:22:39,"Strada Oltețului 30, București 014192","Strada Smeurei 8, Bucureşti"
MzI1LTI0MTk3MTY0ODgtMzEzNDgyMjg4OQ,finished,in_app,22.8,6.1,23.4,15.6,0.5,2.1,2026-03-12,13:54:22,"Strada Turda 129, Bucureşti 011326","Strada Inginerilor Tei 6, Bucureşti 023717"
MzI1LTI0MTk2ODAxNTEtMzEzNDc3MTg4Mg,finished,in_app,24.0,8.3,22.2,22.5,1.5,7.4,2026-03-12,13:25:54,"Statie autobuz, RO: Stadionul Steaua Bulevardul Ghencea","Bulevardul Mareșal Alexandru Averescu, București, România"
MzI1LTI0MTk2NjQyNzgtMzEzNDc0OTY2MA,finished,in_app,13.1,4.8,10.4,27.7,1.0,4.1,2026-03-12,13:12:37,"Strada Doctor Alexandru Boicescu 13, Cotroceni, Bucureşti","Drumul Taberei 134A, Bucureşti 061415"
MzI1LTI0MTk2MzE0MjItMzEzNDcwNDIwMw,finished,in_app,15.8,5.7,18.8,18.1,0.3,2.0,2026-03-12,12:45:19,"Șoseaua Ștefan cel Mare 228, București, România","Strada Doctor Jean Clunet 2, Cotroceni, Bucureşti"
MzI1LTI0MTk2MDk5NTktMzEzNDY3MzE4OQ,finished,in_app,12.8,3.8,14.9,15.4,0.2,2.8,2026-03-12,12:27:34,"Strada George Vraca 6, Bucureşti 010146","Aleea Luncsoara 4-6, Bucureşti 021234"
MzI1LTI0MTk1NjM5MzMtMzEzNDYwODI4OQ,finished,in_app,28.9,9.5,29.7,19.2,2.0,7.3,2026-03-12,11:47:25,"Bulevardul Basarabia 256, București","Entrance Store, Strada Ion Brezoianu, Bucharest, Romania"
MzI1LTI0MTk1MzQxNjktMzEzNDU2NDA1OA,finished,in_app,20.9,9.2,26.7,20.6,0.0,0.1,2026-03-12,11:23:05,"Calea Floreasca 140-142, Bucureşti 014467","Șoseaua Gării Cățelu, Pantelimon, Bucureşti"
MzI1LTI0MTk0ODg3MDctMzEzNDUwMDY1MQ,finished,in_app,18.7,7.8,26.5,17.7,1.6,4.2,2026-03-12,10:42:09,"Aleea Lacul Morii 1, Bucureşti","Scenario, Floreasca One Tower"
MzI1LTI0MTkwMjgwODQtMzEzMzc2NDY2Mw,finished,business,19.1,5.4,12.5,26.1,0.2,0.2,2026-03-11,22:21:17,"Floreasca One Tower, Scenario",Calea Griviței 238
MzI1LTI0MTkwMDY4NzQtMzEzMzcyOTc1MA,finished,in_app,23.6,6.5,21.0,18.5,2.1,5.7,2026-03-11,21:58:50,"Strada Doamnei 3, Bucureşti 030051","Élephante, Calea Floreasca 159-162, Floreasca, Bucureşti"
MzI1LTI0MTg5NzgzMjMtMzEzMzY4NTc3MQ,finished,in_app,18.8,7.4,18.4,24.0,0.7,3.8,2026-03-11,21:27:25,Strada Opalului 16-18,"Strada Telița 15, Bucureşti"
MzI1LTI0MTg5NjI2NDktMzEzMzY2MDgxNg,finished,in_app,13.4,5.1,13.6,22.4,1.4,4.3,2026-03-11,21:10:35,"Strada Gârleni 11, Bucureşti 061652","Strada Mărgelelor 28E, Bragadiru 077025"
MzI1LTI0MTg5NTAyNjctMzEzMzY0MTQ5OA,finished,business,12.8,3.0,6.7,26.9,0.4,0.4,2026-03-11,20:58:25,"Strada Brașov 12, București","Drumul Valea Cricovului 13-19, Bucureşti 061983"
MzI1LTI0MTg4OTYzMTAtMzEzMzU1NDU4MA,finished,business,26.4,10.9,22.4,29.3,0.6,2.6,2026-03-11,20:05:58,"Strada Aurel Vlaicu 36, Bucureşti 020097","Bulevardul Timișoara 56, Militari, Bucureşti"
MzI1LTI0MTg4Nzc1OTYtMzEzMzUyNzE2Ng,finished,in_app,13.9,3.5,12.0,17.2,1.7,4.6,2026-03-11,19:49:44,"Strada Petru Rareș 5, Bucureşti","Gargantua Parc, Strada Jean Louis Calderon, Sectorul 2, Bucureşti"
MzI1LTI0MTg4NjAxMTgtMzEzMzUwMDYyNw,finished,in_app,12.8,3.3,9.5,20.8,1.3,5.4,2026-03-11,19:34:45,"Strada Progresului 25, București 050692","Strada Popa Tatu 27, Bucureşti"
MzI1LTI0MTg4Mzg4MjUtMzEzMzQ3MTU4OA,finished,in_app,22.0,4.7,12.8,22.1,2.2,4.5,2026-03-11,19:18:58,"Strada Turda 112, Bucureşti 011334","Bulevardul General Paul Teodorescu 7B, Bucureşti 061344"
MzI1LTI0MTg0NzY0MjUtMzEzMjkzOTcwOQ,finished,in_app,32.9,13.1,43.5,18.1,0.9,3.1,2026-03-11,14:24:02,"Strada Amurgului 46, Popești-Leordeni","Bulevardul Dinicu Golescu 23-25, Gara de Nord, Bucureşti"
MzI1LTI0MTg0NDQ2ODUtMzEzMjg5NjQ0Ng,finished,in_app,22.9,8.5,20.4,25.1,1.7,5.0,2026-03-11,13:57:33,"Strada Bucur 21, Bucureşti","Drumul Fermei 34, Popești-Leordeni 077160"
MzI1LTI0MTg0MjA4NTEtMzEzMjg2ODE4Ng,finished,in_app,12.8,0.8,7.8,5.8,0.8,5.6,2026-03-11,13:40:55,"Strada Dumitru Papazoglu 79, Bucureşti","Clinica Maternella Obstetrica Ginecologie, Papazoglu Residente, Strada Locotenent-colonel Dumitru Papazoglu, Bucharest, Romania"
MzI1LTI0MTg0MDkyOTItMzEzMjg0NTkxOA,finished,in_app,12.8,3.4,15.6,13.2,0.0,0.2,2026-03-11,13:28:03,"Bulevardul Unirii 8, Bucureşti 040105","Strada Lucian Blaga 2, Bucureşti"
MzI1LTI0MTgzODYzMjEtMzEzMjgxMzk3Nw,finished,in_app,12.8,3.7,11.3,19.8,1.7,3.4,2026-03-11,13:07:43,"Bulevardul Tineretului 41A, Bucureşti","Strada George Georgescu 40, Bucureşti 040133"
MzI1LTI0MTgzODAwMDQtMzEzMjgwNTI1OA,finished,in_app,12.8,1.1,5.3,12.1,0.5,2.5,2026-03-11,13:02:21,"Comics Club, Strada Nerva Traian 4, Centrul Civic, Bucureşti","MOL, Calea Văcărești, Bucharest, Romania"
MzI1LTI0MTgzNDYxNjItMzEzMjc1NjE1MQ,finished,in_app,16.7,4.8,15.6,18.5,1.1,3.7,2026-03-11,12:32:36,"Șoseaua Alexandria 2, Bucureşti 051531","Tribunalul București, Bulevardul Unirii 37, Bucureşti"
MzI1LTI0MTgzMTY1NDUtMzEzMjcxNDE5Mg,finished,in_app,23.9,8.8,24.0,22.1,0.4,0.4,2026-03-11,12:05:23,"Strada Maior Ștefan Sănătescu 64, Bucureşti","Strada Pecineaga 59, Bucureşti 051955"
MzI1LTI0MTgyNzg3MTQtMzEzMjY1ODcxNQ,finished,in_app,17.8,6.6,29.5,13.3,1.3,5.3,2026-03-11,11:32:31,"Șoseaua Pantelimon 91, Bucureşti","Intrare Bulevardul Mărăști, Spitalul Universitar de Urgență Elias"
MzI1LTI0MTc4NTg3ODEtMzEzMjAxNTE0MQ,finished,in_app,14.5,3.3,9.0,22.2,1.7,4.2,2026-03-11,00:00:52,"Strada Vidin 11, Bucureşti 023788","Strada Avrig 54, Bucureşti"
MzI1LTI0MTc4NDkwNDktMzEzMTk5NzUwMw,finished,in_app,15.1,7.4,13.3,33.2,3.5,4.9,2026-03-10,23:46:41,"Aleea Băiculești 15, Bucureşti","AFI Lakeview, Strada Barbu Văcărescu, Bucharest, Romania"
MzI1LTI0MTc4Mjk4MDItMzEzMTk2Mjk2Ng,finished,in_app,21.1,12.2,23.7,30.9,1.6,3.2,2026-03-10,23:17:51,"Strada Mihail Sebastian 27, Bucureşti","Strada Jimbolia 24, Bucureștii Noi, Bucureşti"
MzI1LTI0MTc4MTgyNjAtMzEzMTk0MjM2Ng,finished,in_app,21.2,6.6,12.7,31.1,1.7,2.6,2026-03-10,23:03:39,"Strada Știrbei Vodă 4, Bucureşti","Strada Mărgeanului 12, Bucharest"
MzI1LTI0MTc4MDU2NTUtMzEzMTkxNjI4NA,finished,in_app,14.0,4.3,13.7,19.0,1.1,2.0,2026-03-10,22:47:10,"Strada Vatra Luminoasă 43, Bucureşti 021912","Str. Ion Z. Zalomit 5, Bucureşti 010151"
MzI1LTI0MTc3ODYzMDAtMzEzMTg4MzU1NA,finished,in_app,18.2,8.7,16.1,32.2,0.8,4.6,2026-03-10,22:24:32,"Bulevardul Poligrafiei 1A, Bucureşti 013704","Sos. Iancului 94, Bucureşti"
MzI1LTI0MTc3NDMyMDAtMzEzMTgwNDMwOA,finished,in_app,21.7,12.3,25.8,28.7,1.0,1.3,2026-03-10,21:34:59,"Strada Râul Doamnei 8A, Bucureşti 061765","Strada Pajurei 20, Bucureşti"
MzI1LTI0MTc3MTg1MDgtMzEzMTc2MjM0NQ,finished,in_app,16.8,7.5,16.6,27.1,1.0,3.6,2026-03-10,21:08:07,Strada Tineretului 37 Bloc C,"Aleea Valea lui Mihai 11, Bucureşti 061756"
MzI1LTI0MTc2OTk0NDYtMzEzMTczMTg3OA,finished,in_app,22.4,8.0,15.1,31.6,1.3,2.6,2026-03-10,20:49:34,"Calea Giulești 43, Bucureşti","Strada Orhideelor 28A, Dudu 077041"
MzI1LTI0MTc2NDcwNzMtMzEzMTY0NjMxOQ,finished,in_app,26.1,5.0,10.6,28.2,1.5,5.3,2026-03-10,19:59:48,"Strada Căderea Bastiliei 14-16, Bucureşti 010615","Strada Copilului 6-12, Bucureşti"
MzI1LTI0MTc2MzE4MTQtMzEzMTYyMjUxOQ,finished,in_app,14.0,3.5,7.2,28.8,1.7,6.0,2026-03-10,19:45:38,"Bulevardul Ion Mihalache 54, Bucureşti 011194","Lokal, Sector 2, Bucureşti"
MzI1LTI0MTc2MDQ4MTMtMzEzMTU3OTYwNw,finished,in_app,20.4,6.0,15.3,23.5,1.3,4.4,2026-03-10,19:22:40,"Strada Ion Oteteleșanu 5, Bucureşti 010143","Str. Turda 127, Bucureşti"
MzI1LTI0MTc1NzU0MzgtMzEzMTUzMzEyNw,finished,in_app,22.1,5.5,20.2,16.4,0.2,0.3,2026-03-10,18:59:27,"Șoseaua Colentina 79A, Bucureşti","Linea Closer to the moon, Strada Lipscani 17, Sectorul 5, Bucureşti"
MzI1LTI0MTc1MDYwNjctMzEzMTQyNzY3Ng,finished,in_app,59.0,11.0,37.6,17.5,1.9,6.1,2026-03-10,18:03:52,"Calea Șerban Vodă 206-21, București","Str. Joagarului 23, Bucureşti 022643"
MzI1LTI0MTc0Nzg3MzQtMzEzMTM4NTE4Mg,finished,in_app,18.9,4.5,18.2,14.9,0.6,2.1,2026-03-10,17:41:15,"Strada Boian 61A, Bucureşti","Sos. Oltenitei 32, Bucureşti 041315"
MzI1LTI0MTc0MTY5NzYtMzEzMTI5MDI3Ng,finished,in_app,48.8,13.2,46.6,17.0,1.2,5.8,2026-03-10,16:50:42,"Strada Viitorului 197, Bucureşti 020611","Strada Arcadiei 12A, Bucharest"
MzI1LTI0MTY2MjY1MjYtMzEzMDEyNzUyOQ,finished,in_app,14.8,6.5,14.5,27.0,3.4,6.5,2026-03-09,23:45:49,"Bulevardul Mihail Kogălniceanu 3, Bucureşti 050101","Bulevardul Ferdinand I 123, Obor, Bucureşti"
MzI1LTI0MTY2MTE3MDAtMzEzMDEwMDc0Mg,finished,business,22.4,7.7,13.9,33.2,4.4,8.6,2026-03-09,23:18:28,"Strada General Christian Tell 8, Bucureşti","Str. Slt. Popa 8, Bucureşti 051963"
MzI1LTI0MTY2MDQ2MDMtMzEzMDA4NzUxOQ,finished,in_app,14.0,3.8,6.9,33.2,1.0,3.5,2026-03-09,23:07:16,"Splaiul Independenței 202D, Bucureşti 060022","Exigent One, Splaiul Independenței 313D, Militari, Bucureşti"
MzI1LTI0MTY1Nzk3NDEtMzEzMDAzOTUyOA,finished,in_app,12.8,4.5,11.9,22.8,0.4,1.1,2026-03-09,22:30:42,"Drumul Taberei 63, Bucureşti 061364","Bulevardul Iuliu Maniu 244, Bucureşti 061095"
MzI1LTI0MTY1NTA2MTMtMzEyOTk4NzQ5NQ,finished,in_app,28.4,14.1,30.6,27.6,1.3,3.1,2026-03-09,21:53:22,"Strada Avionului 29, Bucureşti","Bl. TS41, Drumul Taberei, Bucharest"
MzI1LTI0MTY1NDM5NDAtMzEyOTk3NTgwNQ,finished,in_app,14.0,2.4,7.2,20.2,0.9,1.9,2026-03-09,21:44:11,"Strada Alexandr Sergheevici Pușkin 2, Bucureşti 011996","Str. Elena Caragiani 46, Bucureşti 014214"
MzI1LTI0MTY1MzU5MjEtMzEyOTk2Mjc3Mg,finished,in_app,16.5,6.4,12.0,31.8,0.9,1.9,2026-03-09,21:33:43,"Strada Căpitan Gheorghe Preoțescu 33, Bucureşti","Strada Pictor Daniel Rosenthal 28, Bucureşti"
MzI1LTI0MTY1Mjk5MTgtMzEyOTk1MzAxOA,finished,in_app,12.8,1.6,4.8,19.8,0.5,2.2,2026-03-09,21:25:50,"Calea Rahovei 241, Bucureşti 050697","Autogara Filaret, Piața Gara Filaret 1, Sector 4, Bucureşti"
MzI1LTI0MTY1MTg2MTQtMzEyOTkzNDU0Ng,finished,in_app,12.8,3.9,9.6,24.5,0.7,2.2,2026-03-09,21:12:03,"Strada Sergent Gheorghe Lățea 10, Bucureşti","Pragmatic Play, Calea Rahovei 240, Rahova, Bucureşti"
MzI1LTI0MTY1MDU0ODEtMzEyOTkxMjg1Mw,finished,in_app,17.7,7.8,14.7,31.7,0.8,0.8,2026-03-09,20:57:43,"Șoseaua Virtuții 148, Bucureşti 060787","Strada Sergent Major Cara Anghel 7, Bucureşti"
MzI1LTI0MTY0ODQwNzctMzEyOTg3ODcwNw,finished,in_app,21.4,6.7,12.8,31.3,0.7,1.9,2026-03-09,20:33:16,"Strada Academiei 10, Bucureşti 030013","Str. Veteranilor 19, Bucureşti"
MzI1LTI0MTY0NzM3MjYtMzEyOTg2MTg0Mw,finished,in_app,15.6,5.0,11.8,25.5,2.6,3.8,2026-03-09,20:21:34,"Bulevardul Pieptănari 35, Bucureşti 050251","Bulevardul Nicolae Bălcescu 5, Sectorul 1, Bucureşti"
MzI1LTI0MTY0NTA0OTUtMzEyOTgyNDA0MA,finished,in_app,14.2,4.5,14.5,18.6,1.4,4.6,2026-03-09,19:58:22,"Strada Emil Racoviță 7, Bucureşti","Aleea Livezilor 24, București, România"
MzI1LTI0MTY0MzYxMzktMzEyOTgwMjgzNw,finished,in_app,16.0,1.5,8.0,11.2,1.3,4.2,2026-03-09,19:44:22,"Strada Mărțișor 21, Bucureşti 041241","Strada Podarului 31, Berceni, Bucureşti"
MzI1LTI0MTYzOTA5ODQtMzEyOTczMjI2OQ,finished,in_app,33.0,11.8,35.9,19.7,1.4,3.2,2026-03-09,19:02:54,"Strada Nicolae G. Caramfil 10, Bucureşti","Strada Huși 3, Bucureşti"
MzI1LTI0MTYzNjcyNjItMzEyOTY5MDU0Nw,finished,in_app,20.9,6.1,16.6,22.3,0.5,2.2,2026-03-09,18:42:33,"Strada Țintașului 23, București","Restaurant Il Capo, Strada Virgil Madgearu 11, Sectorul 1, Bucureşti"
MzI1LTI0MTYzNDk3NjEtMzEyOTY2NDE5NQ,finished,in_app,17.2,2.8,8.0,21.0,0.8,2.5,2026-03-09,18:27:06,"Strada Inginer Zablovschi 24, Bucureşti","Calea Griviței 212, Grivița, Bucureşti"
MzI1LTI0MTM3MTM3MjUtMzEyNTE3MTI5Nw,finished,in_app,12.8,3.6,9.9,21.9,0.1,0.9,2026-03-07,20:46:09,"Bulevardul Aviatorilor 19, Bucureşti 011853","Ieșire Bd. Barbu Văcărescu, Mall Promenada"
MzI1LTI0MTM2Mzk1MDgtMzEyNTA0NTc0Mg,finished,in_app,46.9,19.1,46.3,24.8,0.7,1.3,2026-03-07,20:00:42,"Bulevardul Pipera 1L2, 077190","Soi Thai 31, Bulevardul Aviatorilor, Bucharest, Romania"
MzI1LTI0MTM1NzI1MTAtMzEyNDkzMzA3Ng,finished,in_app,39.7,12.9,31.3,24.7,0.4,1.2,2026-03-07,19:22:32,"Far Entrance, Afi Palace Cotroceni Mall","Stradă Drumul Bisericii 48, Voluntari 077190"
MzI1LTI0MTM1NTc1MTUtMzEyNDkwODA0OQ,finished,in_app,20.3,4.1,7.2,34.2,0.7,2.9,2026-03-07,19:13:49,"Calea Crângași 21, Bucureşti 060377","Galaxy Entrance, Afi Palace Cotroceni Mall"
MzI1LTI0MTM1MzAzMzAtMzEyNDg2MjE1MA,finished,in_app,16.8,3.5,9.0,23.6,1.5,3.4,2026-03-07,18:58:08,"Strada Economu Cezărescu 50, Bucureşti 060754","Strada Porumbacu 15, Crângași, Bucureşti"
MzI1LTI0MTM1MDY0OTEtMzEyNDgyMjQ5Nw,finished,in_app,33.9,3.9,12.2,19.2,0.9,3.7,2026-03-07,18:44:45,"Parking Entrance, Plaza Mall Romania","U5, Regie, Bucureşti"
MzI1LTI0MTM0NzIxNTAtMzEyNDc2NTI2OQ,finished,in_app,18.7,5.3,12.8,24.8,1.4,4.8,2026-03-07,18:24:58,"Strada Știrbei Vodă 106, Bucureşti","Bulevardul Timișoara 14A, Bucureşti 061329"
MzI1LTI0MTM0MzQ2NTQtMzEyNDcwNjExNQ,finished,in_app,15.8,3.5,16.8,12.4,0.5,2.0,2026-03-07,18:00:53,"Bulevardul Ferdinand I 24, Bucureşti 021391","Intrarea Principală, Opera Natională Bucuresti"
MzI1LTI0MTMzODQxNDUtMzEyNDYyNjU1Nw,finished,in_app,30.8,12.6,32.2,23.4,2.0,4.8,2026-03-07,17:27:14,Strada Mărgelelor 12A-12H,"Conacul Zeneea, Bulevardul Pache Protopopescu, Sector 2, Bucureşti"
MzI1LTI0MTMzNjM0NTktMzEyNDU5NTIxMw,finished,in_app,12.8,3.5,8.8,23.6,0.7,3.0,2026-03-07,17:11:04,"Drumul Taberei 98, Bucureşti 061409","Strada Mărăcineni 53, Bucharest, Romania"
