order_reference,payment_method,order_status,order_price_net_earnings,ride_distance,to_client_distance,total_ride_distance,lei_per_km_total,lei_per_km_ride,ride_duration,to_client_duration,total_ride_duration,lei_per_min_total,lei_per_min_ride,order_created_date,order_created_time,order_accepted_date,order_accepted_time,order_pickup_date,order_pickup_time,order_drop_off_date,order_drop_off_time,order_finished_date,order_finished_time,payment_confirmed_date,payment_confirmed_time,pickup_address,destination_address,order_cancelled_date,order_cancelled_time,order_no_show_date,order_no_show_time,order_stops,order_price_ride_price,order_price_commission,order_price_in_app_discount,order_price_booking_fee,order_price_cancellation_fee,order_price_cash_discount,order_price_tip,order_price_toll_fee,is_scheduled,price_review_reason,driver_cancelled_reason,category_info_name,category_info_vehicle_type,category_info_seats,vehicle_model
MzI1LTI0NzIyNTQ3OTYtMzIxOTAyNTM4NA,in_app,finished,18.6,5.901,0.851,6.752,2.754739336,3.152008134,15,3.666666667,18.66666667,0.996428571,1.24,19-04-26,23:23:48,19-04-26,23:23:52,19-04-26,23:27:32,19-04-26,23:42:32,19-04-26,23:42:39,19-04-26,23:42:39,"Strada Furculești 14, Bucureşti","Hilton Garden Inn, Old Town",,,,,"[{""lat"": 44.401714, ""lng"": 26.065197, ""address"": ""Strada Furculești 14, Bucureşti"", ""real_lat"": 44.40167, ""real_lng"": 26.065597, ""type"": ""pickup""}, {""lat"": 44.433121, ""lng"": 26.100612, ""address"": ""Hilton Garden Inn, Old Town"", ""real_lat"": 44.433138, ""real_lng"": 26.100735, ""type"": ""dropoff""}]",24.8,6.2,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzEwMDkyODUtMzIxNjcyMzA2Ng,cash,finished,16.275,5.739,0.875,6.614,2.460689447,2.835859906,11.51666667,1.866666667,13.38333333,1.216064757,1.41316932,19-04-26,1:15:13,19-04-26,1:15:23,19-04-26,1:17:26,19-04-26,1:28:57,19-04-26,1:29:07,19-04-26,1:29:07,"Bulevardul Tineretului 8-10, Bucureşti","Str. Toporasi 1-7, Bucureşti",,,,,"[{""lat"": 44.407691, ""lng"": 26.11586, ""address"": ""Bulevardul Tineretului 8-10, Bucureşti"", ""real_lat"": 44.407636, ""real_lng"": 26.115683, ""type"": ""pickup""}, {""lat"": 44.38957, ""lng"": 26.090729, ""address"": ""Str. Toporasi 1-7, Bucureşti"", ""real_lat"": 44.388933, ""real_lng"": 26.09061, ""type"": ""dropoff""}]",21.7,5.425,0,0,0,4.3,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIxMzEzNTQtMzIxODc5NTgwOA,cash,finished,15.075,3.983,4.34,8.323,1.811245945,3.784835551,8.983333333,5.383333333,14.36666667,1.049303944,1.678107607,19-04-26,21:12:30,19-04-26,21:12:44,19-04-26,21:18:07,19-04-26,21:27:06,19-04-26,21:27:21,19-04-26,21:27:21,"Calea Giulești 396, București","Strada Zboina Neagră 1, Crângași, Bucureşti",,,,,"[{""lat"": 44.465729, ""lng"": 26.011416, ""address"": ""Calea Giulești 396, București"", ""real_lat"": 44.466966, ""real_lng"": 26.011493, ""type"": ""pickup""}, {""lat"": 44.455935, ""lng"": 26.047498, ""address"": ""Strada Zboina Neagră 1, Crângași, Bucureşti"", ""real_lat"": 44.455951, ""real_lng"": 26.047658, ""type"": ""dropoff""}]",20.1,5.025,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIxNTAyNjQtMzIxODgyOTA0MA,in_app,finished,27.85,3.273,1.938,5.211,5.344463635,8.509013138,8.9,1.9,10.8,2.578703704,3.129213483,19-04-26,21:30:50,19-04-26,21:30:59,19-04-26,21:32:53,19-04-26,21:41:47,19-04-26,21:41:54,19-04-26,21:41:54,"Main entrance, Northern Railway Station","Intrarea Răzoare 5, Bucharest, Romania",,,,,"[{""lat"": 44.445863, ""lng"": 26.07505, ""address"": ""Main entrance, Northern Railway Station"", ""real_lat"": 44.446018, ""real_lng"": 26.075195, ""type"": ""pickup""}, {""lat"": 44.429699, ""lng"": 26.05893, ""address"": ""Intrarea Răzoare 5, Bucharest, Romania"", ""real_lat"": 44.429492, ""real_lng"": 26.059399, ""type"": ""dropoff""}]",23.8,5.95,6.8,10,0,0,0,0,FALSE,,,Pet,car,3,Volkswagen Touran
MzI1LTI0NzIwNzk3MjAtMzIxODcwNzI3Mg,in_app,finished,55.35,18.581,1.963,20.544,2.69421729,2.978849362,32.23333333,6.633333333,38.86666667,1.424099485,1.717166494,19-04-26,20:23:34,19-04-26,20:23:45,19-04-26,20:33:11,19-04-26,21:05:25,19-04-26,21:05:34,19-04-26,21:05:34,"Aleea Cislău 3, Bucureşti","Sameday HUB Central, Șoseaua de Centură, Rudeni, România",,,,,"[{""lat"": 44.445412, ""lng"": 26.143766, ""address"": ""Aleea Cislău 3, Bucureşti"", ""real_lat"": 44.44536, ""real_lng"": 26.143757, ""type"": ""pickup""}, {""lat"": 44.476093, ""lng"": 25.966199, ""address"": ""Sameday HUB Central, Șoseaua de Centură, Rudeni, România"", ""real_lat"": 44.476291, ""real_lng"": 25.965438, ""type"": ""dropoff""}]",73.8,18.45,36.9,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIxOTk2NjQtMzIxODkxODI0Nw,cash,finished,17.85,3.956,1.323,5.279,3.38132222,4.512133468,9.116666667,3.366666667,12.48333333,1.429906542,1.957952468,19-04-26,22:20:51,19-04-26,22:21:02,19-04-26,22:28:05,19-04-26,22:37:12,19-04-26,22:37:48,19-04-26,22:37:48,"Carrefour, Strada Economu Cezărescu, București, România","Bloc P14, Aleea Dumbrăvița, București, România",,,,,"[{""lat"": 44.441154, ""lng"": 26.056389, ""address"": ""Carrefour, Strada Economu Cezărescu, București, România"", ""real_lat"": 44.44105, ""real_lng"": 26.056547, ""type"": ""pickup""}, {""lat"": 44.42667, ""lng"": 26.037108, ""address"": ""Bloc P14, Aleea Dumbrăvița, București, România"", ""real_lat"": 44.427238, ""real_lng"": 26.037225, ""type"": ""dropoff""}]",23.8,5.95,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzEwNjYxNjctMzIxNjg0MjE5NQ,in_app,finished,16.8,2.455,1.345,3.8,4.421052632,6.843177189,5.816666667,3.616666667,9.433333333,1.780918728,2.888252149,19-04-26,1:49:03,19-04-26,1:49:08,19-04-26,1:52:45,19-04-26,1:58:34,19-04-26,1:58:42,19-04-26,1:58:42,"Bulevardul Mihail Kogălniceanu 5, Bucureşti 050101","Orhideea Towers, Splaiul Independenței 15A, Bucureşti",,,,,"[{""lat"": 44.434568, ""lng"": 26.086908, ""address"": ""Bulevardul Mihail Kogălniceanu 5, Bucureşti 050101"", ""real_lat"": 44.43454, ""real_lng"": 26.086977, ""type"": ""pickup""}, {""lat"": 44.443928, ""lng"": 26.059772, ""address"": ""Orhideea Towers, Splaiul Independenței 15A, Bucureşti"", ""real_lat"": 44.44351, ""real_lng"": 26.060067, ""type"": ""dropoff""}]",22.4,5.6,4.5,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIxNzE1MzAtMzIxODg2Njc0Nw,cash,finished,15.45,4.633,0.402,5.035,3.068520357,3.334772286,13.7,2.5,16.2,0.953703704,1.127737226,19-04-26,21:52:36,19-04-26,21:52:43,19-04-26,21:55:13,19-04-26,22:08:55,19-04-26,22:10:17,19-04-26,22:10:17,"Strada Serg. Ion Marcu 5, Bucureşti 061425","Onix Residence, Splaiul Independenței 202, Grozăvești, Bucureşti",,,,,"[{""lat"": 44.429837, ""lng"": 26.03859, ""address"": ""Strada Serg. Ion Marcu 5, Bucureşti 061425"", ""real_lat"": 44.430419, ""real_lng"": 26.039096, ""type"": ""pickup""}, {""lat"": 44.442955, ""lng"": 26.065949, ""address"": ""Onix Residence, Splaiul Independenței 202, Grozăvești, Bucureşti"", ""real_lat"": 44.44247, ""real_lng"": 26.066557, ""type"": ""dropoff""}]",20.6,5.15,0,0,0,4.1,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzA4NDcyMTQtMzIxNjQyMzk4OA,cash,finished,15.3,3.109,0,3.109,4.921196526,4.921196526,11.43333333,0.283333333,11.71666667,1.305832148,1.33819242,18-04-26,23:44:52,18-04-26,23:45:02,18-04-26,23:50:22,19-04-26,0:01:48,19-04-26,0:02:35,19-04-26,0:02:36,"Manuc's Inn, Old Town","Calea Călărașilor 90, Centrul Civic, Bucureşti",,,,,"[{""lat"": 44.429241, ""lng"": 26.101654, ""address"": ""Manuc's Inn, Old Town"", ""real_lat"": 44.429316, ""real_lng"": 26.101333, ""type"": ""pickup""}, {""lat"": 44.433188, ""lng"": 26.117587, ""address"": ""Calea Călărașilor 90, Centrul Civic, Bucureşti"", ""real_lat"": 44.433234, ""real_lng"": 26.117301, ""type"": ""dropoff""}]",20.4,5.1,0,0,0,4.1,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIyMTcxMjgtMzIxODk1MDYzNg,in_app,finished,12.75,4.138,0.55,4.688,2.719709898,3.081198647,6.366666667,2.466666667,8.833333333,1.443396226,2.002617801,19-04-26,22:40:04,19-04-26,22:40:13,19-04-26,22:42:41,19-04-26,22:49:03,19-04-26,22:49:11,19-04-26,22:49:11,"Strada Serg. Alexandru Cutieru 25A, Bucureşti 061422","Strada Valea Cascadelor 11D, Militari, Bucureşti",,,,,"[{""lat"": 44.429706, ""lng"": 26.037184, ""address"": ""Strada Serg. Alexandru Cutieru 25A, Bucureşti 061422"", ""real_lat"": 44.429622, ""real_lng"": 26.037119, ""type"": ""pickup""}, {""lat"": 44.430803, ""lng"": 26.00416, ""address"": ""Strada Valea Cascadelor 11D, Militari, Bucureşti"", ""real_lat"": 44.430919, ""real_lng"": 26.003926, ""type"": ""dropoff""}]",17,4.25,3.1,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzA5ODk5MTQtMzIxNjY4NDcxMw,in_app,finished,14.925,4.398,0.843,5.241,2.847738981,3.393587995,9.35,1.4,10.75,1.388372093,1.596256684,19-04-26,1:04:41,19-04-26,1:04:49,19-04-26,1:06:13,19-04-26,1:15:34,19-04-26,1:15:40,19-04-26,1:15:41,"Strada Releului 11-13, Bucureşti 032091","Club Guesthouse, Splaiul Unirii 160, Bucureşti",,,,,"[{""lat"": 44.405419, ""lng"": 26.150459, ""address"": ""Strada Releului 11-13, Bucureşti 032091"", ""real_lat"": 44.405448, ""real_lng"": 26.150605, ""type"": ""pickup""}, {""lat"": 44.411925, ""lng"": 26.11855, ""address"": ""Club Guesthouse, Splaiul Unirii 160, Bucureşti"", ""real_lat"": 44.4121, ""real_lng"": 26.118557, ""type"": ""dropoff""}]",19.9,4.975,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMzNzM0MjEtMzIyMDkyMjAzNw,in_app,finished,22.8,8.236,0.045,8.281,2.753290665,2.768334143,15.83333333,0.15,15.98333333,1.426485923,1.44,20-04-26,19:55:07,20-04-26,19:55:11,20-04-26,19:55:20,20-04-26,20:11:10,20-04-26,20:11:17,20-04-26,20:11:17,"Calea Griviței 359, Bucureşti 010718","Str. Serg. Turturica 116, Bucureşti 052199",,,,,"[{""lat"": 44.464164, ""lng"": 26.055015, ""address"": ""Calea Griviței 359, Bucureşti 010718"", ""real_lat"": 44.464039, ""real_lng"": 26.055486, ""type"": ""pickup""}, {""lat"": 44.405271, ""lng"": 26.083084, ""address"": ""Str. Serg. Turturica 116, Bucureşti 052199"", ""real_lat"": 44.405305, ""real_lng"": 26.083312, ""type"": ""dropoff""}]",30.4,7.6,4,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM1MzAwMDItMzIyMTE4NDk3NQ,in_app,finished,17.925,7.276,1.592,8.868,2.021312585,2.463578889,11.51666667,1.866666667,13.38333333,1.339352428,1.556439942,20-04-26,22:48:19,20-04-26,22:48:24,20-04-26,22:50:16,20-04-26,23:01:47,20-04-26,23:02:10,20-04-26,23:02:10,"Strada Liviu Rebreanu 7, Bucureşti 031772","Strada Magnoliei 33, Bucureşti 022791",,,,,"[{""lat"": 44.421095, ""lng"": 26.148383, ""address"": ""Strada Liviu Rebreanu 7, Bucureşti 031772"", ""real_lat"": 44.421118, ""real_lng"": 26.148455, ""type"": ""pickup""}, {""lat"": 44.461874, ""lng"": 26.135917, ""address"": ""Strada Magnoliei 33, Bucureşti 022791"", ""real_lat"": 44.461853, ""real_lng"": 26.1359, ""type"": ""dropoff""}]",24.1,6.175,1.2,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM0MjYyNjEtMzIyMTAwNjEyNA,in_app,finished,31.865,10.169,1.42,11.589,2.749590129,3.133543121,19.51666667,2.8,22.31666667,1.427856609,1.632707088,20-04-26,20:49:08,20-04-26,20:49:17,20-04-26,20:52:15,20-04-26,21:11:46,20-04-26,21:11:59,20-04-26,21:11:59,"Intrare Starbucks, Centrul Comercial Orhideea","Strada Sergent Nițu Vasile 60, Bucureşti",,,,,"[{""lat"": 44.445488, ""lng"": 26.062315, ""address"": ""Intrare Starbucks, Centrul Comercial Orhideea"", ""real_lat"": 44.445437, ""real_lng"": 26.062344, ""type"": ""pickup""}, {""lat"": 44.388359, ""lng"": 26.112474, ""address"": ""Strada Sergent Nițu Vasile 60, Bucureşti"", ""real_lat"": 44.388322, ""real_lng"": 26.112049, ""type"": ""dropoff""}]",42.5,10.635,5.1,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM1MDc4MTUtMzIyMTE0NDEzOA,in_app,finished,28.655,7.851,1.274,9.125,3.140273973,3.649853522,17.33333333,3,20.33333333,1.409262295,1.653173077,20-04-26,22:19:33,20-04-26,22:19:41,20-04-26,22:27:35,20-04-26,22:44:55,20-04-26,22:45:06,20-04-26,22:45:06,"Bulevardul Regina Elisabeta 4-12, Bucureşti 030018","Aleea Fuiorului 3, Bucureşti 032173",,,,,"[{""lat"": 44.436296, ""lng"": 26.102228, ""address"": ""Bulevardul Regina Elisabeta 4-12, Bucureşti 030018"", ""real_lat"": 44.436344, ""real_lng"": 26.102211, ""type"": ""pickup""}, {""lat"": 44.41212, ""lng"": 26.147008, ""address"": ""Aleea Suraia 3, Titan - Balta Albă, Bucureşti"", ""real_lat"": 44.412222, ""real_lng"": 26.146989, ""type"": ""waypoint""}, {""lat"": 44.415406, ""lng"": 26.157984, ""address"": ""Aleea Fuiorului 3, Bucureşti 032173"", ""real_lat"": 44.41548, ""real_lng"": 26.158027, ""type"": ""dropoff""}]",37.9,9.245,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMzNDIxMzMtMzIyMDg3Mzk4Ng,in_app,finished,20.675,4.63,0.877,5.507,3.754312693,4.465442765,17.41666667,2.183333333,19.6,1.054846939,1.18708134,20-04-26,19:25:03,20-04-26,19:25:12,20-04-26,19:27:23,20-04-26,19:44:48,20-04-26,19:44:54,20-04-26,19:44:54,"Strada Maior Ștefan Sănătescu 43A, Bucureşti","Strada Bârlogeni 79, Bucureşti",,,,,"[{""lat"": 44.466829, ""lng"": 26.072675, ""address"": ""Strada Maior Ștefan Sănătescu 43A, Bucureşti"", ""real_lat"": 44.466768, ""real_lng"": 26.072605, ""type"": ""pickup""}, {""lat"": 44.483701, ""lng"": 26.034285, ""address"": ""Strada Bârlogeni 79, Bucureşti"", ""real_lat"": 44.483694, ""real_lng"": 26.034321, ""type"": ""dropoff""}]",25.9,5.225,0,0,0,0,5,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM1NTgxNjktMzIyMTI0MTQ0OA,cash,finished,44.55,11.851,5.277,17.128,2.601004204,3.759176441,17.61666667,8.066666667,25.68333333,1.73458793,2.528855251,20-04-26,23:24:44,20-04-26,23:25:00,20-04-26,23:33:04,20-04-26,23:50:41,20-04-26,23:51:34,20-04-26,23:51:34,"Intrare principala, Zona Comercială Băneasa","Str. Ceptura 49, Bucureşti",,,,,"[{""lat"": 44.506368, ""lng"": 26.088256, ""address"": ""Intrare principala, Zona Comercială Băneasa"", ""real_lat"": 44.506392, ""real_lng"": 26.088169, ""type"": ""pickup""}, {""lat"": 44.453379, ""lng"": 26.153032, ""address"": ""Str. Ceptura 49, Bucureşti"", ""real_lat"": 44.453087, ""real_lng"": 26.153194, ""type"": ""dropoff""}]",59.4,14.85,0,0,0,11.9,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMzMDk4NjYtMzIyMDgyNDc1OQ,in_app,finished,15.43,2.336,1.414,3.75,4.114666667,6.605308219,5.066666667,6.666666667,11.73333333,1.315056818,3.045394737,20-04-26,18:56:12,20-04-26,18:56:19,20-04-26,19:03:41,20-04-26,19:08:45,20-04-26,19:08:53,20-04-26,19:08:53,"Calea Victoriei 208, Bucureşti","Clinica Color Mind, Strada Ciprian Porumbescu, Bucharest, Romania",,,,,"[{""lat"": 44.449477, ""lng"": 26.088281, ""address"": ""Calea Victoriei 208, Bucureşti"", ""real_lat"": 44.449569, ""real_lng"": 26.088196, ""type"": ""pickup""}, {""lat"": 44.452324, ""lng"": 26.094553, ""address"": ""Clinica Color Mind, Strada Ciprian Porumbescu, Bucharest, Romania"", ""real_lat"": 44.452681, ""real_lng"": 26.095128, ""type"": ""dropoff""}]",20.6,5.17,4.1,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM0NjMxMjgtMzIyMTA2NzU3OQ,in_app,finished,12.75,4.063,1.255,5.318,2.397517864,3.138075314,8.65,4.266666667,12.91666667,0.987096774,1.473988439,20-04-26,21:28:06,20-04-26,21:28:10,20-04-26,21:32:26,20-04-26,21:41:05,20-04-26,21:41:11,20-04-26,21:41:11,"Aleea Marius Emanoil Buteică 25-27, Bucureşti","Strada Mizil 4, Bucharest 032345",,,,,"[{""lat"": 44.416855, ""lng"": 26.13766, ""address"": ""Aleea Marius Emanoil Buteică 25-27, Bucureşti"", ""real_lat"": 44.416916, ""real_lng"": 26.137663, ""type"": ""pickup""}, {""lat"": 44.40657, ""lng"": 26.176672, ""address"": ""Strada Mizil 4, Bucharest 032345"", ""real_lat"": 44.406581, ""real_lng"": 26.176668, ""type"": ""dropoff""}]",17,4.25,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIyNjc0MjEtMzIxOTA1MjQ4Ng,in_app,finished,39.905,10.779,0.47,11.249,3.547426438,3.702105947,18.81666667,1.866666667,20.68333333,1.929331185,2.120726306,19-04-26,23:40:08,19-04-26,23:40:14,19-04-26,23:44:24,20-04-26,0:03:13,20-04-26,0:03:21,20-04-26,0:03:21,"Strada Eforiei 10, Bucureşti 050037","Strada Francisc Munteanu 17, Bucharest, România",,,,,"[{""lat"": 44.433876, ""lng"": 26.095248, ""address"": ""Strada Eforiei 10, Bucureşti 050037"", ""real_lat"": 44.43382, ""real_lng"": 26.095397, ""type"": ""pickup""}, {""lat"": 44.497151, ""lng"": 26.104185, ""address"": ""Strada Francisc Munteanu 17, Bucharest, România"", ""real_lat"": 44.497229, ""real_lng"": 26.104186, ""type"": ""dropoff""}]",53.9,13.995,14,0,0,0,0,0,FALSE,,,Priority,car,3,Volkswagen Touran
MzI1LTI0NzM0MDQ4ODYtMzIyMDk3MTM1NA,in_app,finished,32.205,9.005,0.357,9.362,3.439970092,3.576346474,16.23333333,2.416666667,18.65,1.726809651,1.983880903,20-04-26,20:26:09,20-04-26,20:26:18,20-04-26,20:33:13,20-04-26,20:49:27,20-04-26,20:49:34,20-04-26,20:49:34,"Strada Apolodor 3A, Bucureşti","Main Entrance IDM Club, Club IDM, Splaiul Independenței 319",,,,,"[{""lat"": 44.428478, ""lng"": 26.094437, ""address"": ""Strada Apolodor 3A, Bucureşti"", ""real_lat"": 44.428549, ""real_lng"": 26.094466, ""type"": ""pickup""}, {""lat"": 44.429294, ""lng"": 26.03441, ""address"": ""Parking Entrance, Plaza Mall Romania"", ""real_lat"": 44.427921, ""real_lng"": 26.033548, ""type"": ""waypoint""}, {""lat"": 44.444919, ""lng"": 26.049528, ""address"": ""Main Entrance IDM Club, Club IDM, Splaiul Independenței 319"", ""real_lat"": 44.444933, ""real_lng"": 26.04934, ""type"": ""dropoff""}]",42.7,10.495,12.8,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMyOTg2NzItMzIyMDgwNjUwNQ,in_app,finished,18.45,3.4,0.803,4.203,4.389721627,5.426470588,9.266666667,1.616666667,10.88333333,1.69525268,1.991007194,20-04-26,18:46:04,20-04-26,18:46:08,20-04-26,18:47:45,20-04-26,18:57:01,20-04-26,18:57:06,20-04-26,18:57:06,"Strada Chibzuinței 8, Bucureşti","Strada Mihail Moxa 11, Bucureşti 010961",,,,,"[{""lat"": 44.44847, ""lng"": 26.055206, ""address"": ""Strada Chibzuinței 8, Bucureşti"", ""real_lat"": 44.448423, ""real_lng"": 26.05507, ""type"": ""pickup""}, {""lat"": 44.446367, ""lng"": 26.0873, ""address"": ""Strada Mihail Moxa 11, Bucureşti 010961"", ""real_lat"": 44.447036, ""real_lng"": 26.087213, ""type"": ""dropoff""}]",25.2,6.75,7.3,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMzMjQ3ODktMzIyMDg0NzQ3MA,in_app,finished,12.75,3.972,0.33,4.302,2.963737796,3.209969789,12.9,2.9,15.8,0.806962025,0.988372093,20-04-26,19:09:04,20-04-26,19:09:12,20-04-26,19:12:06,20-04-26,19:25:00,20-04-26,19:25:18,20-04-26,19:25:18,"Calea Dorobanților 99 A, Bucureşti 010561","Strada Mareșal Aviator Mircea Zorileanu 57, Bucureşti",,,,,"[{""lat"": 44.453455, ""lng"": 26.098579, ""address"": ""Calea Dorobanților 99 A, Bucureşti 010561"", ""real_lat"": 44.453678, ""real_lng"": 26.098445, ""type"": ""pickup""}, {""lat"": 44.468218, ""lng"": 26.068131, ""address"": ""Strada Mareșal Aviator Mircea Zorileanu 57, Bucureşti"", ""real_lat"": 44.468135, ""real_lng"": 26.068002, ""type"": ""dropoff""}]",17,4.25,5.1,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIyODE1NDItMzIxOTA4NTI1OQ,business,finished,51.9,11.081,5.276,16.357,3.172953476,4.683692808,17.28333333,8.716666667,26,1.996153846,3.00289296,20-04-26,0:01:39,20-04-26,0:01:48,20-04-26,0:11:56,20-04-26,0:29:13,20-04-26,0:29:26,20-04-26,0:29:26,Aleea Pescăruș 1,"Komitat West, Strada Preciziei, București, România",,,,,"[{""lat"": 44.47245, ""lng"": 26.085424, ""address"": ""Aleea Pescăruș 1"", ""real_lat"": 44.472467, ""real_lng"": 26.085424, ""type"": ""pickup""}, {""lat"": 44.432489, ""lng"": 25.98891, ""address"": ""Komitat West, Strada Preciziei, București, România"", ""real_lat"": 44.432468, ""real_lng"": 25.989045, ""type"": ""dropoff""}]",69.2,17.3,19.4,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM0OTIwNjQtMzIyMTExNTg3MA,in_app,finished,17.08,4.81,1.15,5.96,2.865771812,3.550935551,14.61666667,6.133333333,20.75,0.82313253,1.168529076,20-04-26,22:02:00,20-04-26,22:02:12,20-04-26,22:09:58,20-04-26,22:24:35,20-04-26,22:24:43,20-04-26,22:24:43,"Strada Doamna Ghica 3-5, București 022822","Calea Victoriei 112, Bucureşti",,,,,"[{""lat"": 44.465983, ""lng"": 26.127679, ""address"": ""Strada Doamna Ghica 3-5, București 022822"", ""real_lat"": 44.465849, ""real_lng"": 26.127836, ""type"": ""pickup""}, {""lat"": 44.442193, ""lng"": 26.094119, ""address"": ""Calea Victoriei 112, Bucureşti"", ""real_lat"": 44.442381, ""real_lng"": 26.093978, ""type"": ""dropoff""}]",22.8,5.72,6.6,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM0NzU5NTEtMzIyMTA4ODkyNw,cash,finished,18.375,7.844,1.233,9.077,2.024347251,2.342554819,15.96666667,4.416666667,20.38333333,0.901471791,1.150835073,20-04-26,21:43:15,20-04-26,21:43:27,20-04-26,21:47:52,20-04-26,22:03:50,20-04-26,22:04:22,20-04-26,22:04:22,"Bulevardul 1 Decembrie 1918 33A, Bucureşti 032455","Strada Ion Berindei 3, Tei, Bucureşti",,,,,"[{""lat"": 44.419037, ""lng"": 26.177698, ""address"": ""Bulevardul 1 Decembrie 1918 33A, Bucureşti 032455"", ""real_lat"": 44.418915, ""real_lng"": 26.177712, ""type"": ""pickup""}, {""lat"": 44.459455, ""lng"": 26.130089, ""address"": ""Strada Ion Berindei 3, Tei, Bucureşti"", ""real_lat"": 44.459936, ""real_lng"": 26.130483, ""type"": ""dropoff""}]",24.5,6.125,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzM0NTYyNDktMzIyMTA1NTQwOQ,cash,finished,12.75,4.394,0.461,4.855,2.626158599,2.901684115,6.35,1.55,7.9,1.613924051,2.007874016,20-04-26,21:20:03,20-04-26,21:20:09,20-04-26,21:21:42,20-04-26,21:28:03,20-04-26,21:28:42,20-04-26,21:28:42,"Bulevardul Constantin Brâncoveanu 14, Bucureşti 041449","Strada Călușarilor 1, Bucureşti",,,,,"[{""lat"": 44.392298, ""lng"": 26.109892, ""address"": ""Bulevardul Constantin Brâncoveanu 14, Bucureşti 041449"", ""real_lat"": 44.392325, ""real_lng"": 26.109942, ""type"": ""pickup""}, {""lat"": 44.414278, ""lng"": 26.1336, ""address"": ""Strada Călușarilor 1, Bucureşti"", ""real_lat"": 44.414559, ""real_lng"": 26.132856, ""type"": ""dropoff""}]",17,4.25,0,0,0,0.8,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzMzOTU2MTktMzIyMDk1NzU0Mw,cash,finished,15.345,4.293,1.579,5.872,2.613249319,3.57442348,9.283333333,4.55,13.83333333,1.109277108,1.652962298,20-04-26,20:16:50,20-04-26,20:16:58,20-04-26,20:21:31,20-04-26,20:30:48,20-04-26,20:31:41,20-04-26,20:31:41,"Strada General Candiano Popescu 1, Bucureşti 040581","Strada Sfinții Apostoli 44, Centrul Civic, Bucureşti",,,,,"[{""lat"": 44.417599, ""lng"": 26.09674, ""address"": ""Strada General Candiano Popescu 1, Bucureşti 040581"", ""real_lat"": 44.41781, ""real_lng"": 26.096297, ""type"": ""pickup""}, {""lat"": 44.428959, ""lng"": 26.094343, ""address"": ""Strada Sfinții Apostoli 44, Centrul Civic, Bucureşti"", ""real_lat"": 44.429013, ""real_lng"": 26.09437, ""type"": ""dropoff""}]",22.5,7.155,0,0,0,2.2,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
